,N,P,K,temperature,humidity,ph,rainfall,soil_moisture,soil_type
1111,23,23,27,34.72413192,51.4271781,5.161148592,97.31258083,10.113773482446792,2
1112,37,30,34,27.53907547,53.63549533,6.797779227,99.35408185,14.677124413861492,2
1113,11,27,30,27.69637763,48.5622488,6.39474303,89.85646496,28.466059968889667,2
1114,12,19,31,27.25373364,52.66319725,5.566704378,91.87312479,12.116268860828583,2
1115,3,28,33,30.33723921,48.88704844,5.755049971,94.42850522,10.56729998261652,1
1116,37,38,32,31.85744939,45.53106268,5.417340525,91.55845821,16.020352572280615,2
1117,26,37,30,35.39986338,49.45962621,6.166173834,97.41054011,13.515716639695825,3
1118,14,18,30,29.80747243,52.13797867,5.191265116,95.74606104,15.83044909575043,1
1119,40,16,35,34.16438906,54.16482251,4.954739564,98.33351125,15.520950459783,2
1120,4,20,25,28.93270187,47.94053996,5.664587011,99.9834242,25.451892160205688,3
1121,36,25,33,27.98392787,53.33018851,5.548584852,99.61465679,22.6375026764087,3
1122,30,17,31,31.20478173,54.49960506,6.804437106,94.62954663,18.59303977657086,1
1123,28,37,28,32.13409675,50.52559148,6.097869767,98.63333684,24.53922115912867,2
1124,38,15,30,28.91862016,48.13974548,5.075504537,97.01331604,22.109309180516867,3
1125,12,37,30,31.09779147,47.41196659,4.546466109,90.28624348,28.97651413578902,1
1126,38,19,31,34.73823882,49.08864345,5.855119268,90.65022183,25.96472700919952,2
1127,8,33,29,29.98080499,49.48613279,6.442393461,91.82271568,17.349656767443335,3
1128,15,27,28,33.80398664,46.12866113,4.507523551,90.82549241,15.634928991882044,2
1129,34,16,25,30.07202564,50.96040505,6.10729559,92.09609766,20.715076606168907,3
1130,11,36,31,27.92063282,51.77965917,6.47544932,100.2585673,12.462926012823116,2
1131,33,29,34,31.40948821,49.21729127,6.832979509,92.99739415,15.720683747476397,1
1132,12,31,26,35.7877738,51.94190321,5.395275719,100.2160615,20.57995716136375,1
1133,12,34,28,33.36140093,45.02236377,6.13526938,98.81596545,13.087241229945963,2
1134,5,16,31,35.96054636,48.69677802,4.555688532,98.00644238,19.69151395508908,2
1135,1,30,29,28.33333307,51.39586505,6.434197756,91.67241761,13.56465894595029,3
1136,16,35,31,32.27652024,50.19368841,5.316875978,95.99487068,28.945067869860168,3
1137,35,18,26,31.99490489,50.84881347,5.279388967,97.38741498,26.14085037429558,2
1138,4,40,26,27.58258929,48.56916221,6.720041791,95.8445641,25.392462588985584,3
1139,9,29,34,29.38471637,45.88744691,5.72742254,100.8124659,13.32250068553737,3
1140,2,38,33,32.38697531,53.2328243,4.691396195,90.21633216,25.686458540505363,2
1141,26,32,32,30.91471455,49.92963856,6.810186079,90.14047759,18.13417431721645,2
1142,34,38,31,35.37775595,45.58110023,6.454045329,97.41586402,12.250950933904624,3
1143,5,32,33,32.32362177,52.5896771,5.842763773,93.36718816,29.934365822330737,3
1144,31,29,26,28.22373428,47.40519056,5.024124684,97.76832322,14.383905838249806,3
1145,34,34,35,27.27433181,47.16808054,6.422710539,95.257992,20.95036774058351,2
1146,36,19,32,27.10710832,50.70880979,4.94295037,92.37238878,17.787394502864416,3
1147,7,17,26,34.89226666,48.75613373,6.414526606,91.63074547,17.71277351180151,1
1148,38,15,27,33.7462686,48.50387598,6.777788126,92.26439205,20.50207888167642,1
1149,5,19,25,27.3511056,54.43945147,6.441328044,96.27792547,25.354738784996258,2
1150,37,36,26,32.89300162,52.61323969,4.650536197,94.49161372,13.856105173905371,3
1151,21,31,32,35.38598705,51.42664176,5.254532213,90.29643888,18.209124155162264,2
1152,37,36,27,27.5529736,47.90859131,5.910634533,90.40332704,10.783959311288562,3
1153,23,23,30,32.82141065,47.45553843,4.755273631,90.89173106,26.92493135810683,3
1154,36,26,26,30.17294105,51.0845903,6.814630246,95.23444287,22.368035030771573,3
1155,24,33,35,29.26382931,54.82257868,5.342866119,100.7586226,25.629737763625258,2
1156,26,18,30,32.06097197,51.08494181,6.336234624,96.59816497,12.396979879056625,3
1157,22,17,26,28.69818144,47.71875722,4.754435025,99.642454,12.392641104323507,3
1158,11,34,32,29.14305008,49.40983294,6.831706773,97.55155537,15.677192302870695,1
1159,29,35,28,28.3471611,53.53903102,6.967417766,90.40260445,28.796271812581608,1
1160,22,28,26,27.67256197,45.41692012,4.947683034,92.84991507,24.24630233128739,3
1161,23,24,32,28.1218093,46.16888595,5.630619901,93.30247448,10.691681153943303,2
1162,1,35,34,30.79375683,46.69536813,6.27339822,92.21318555,28.64394564828418,1
1163,2,24,34,28.89409382,54.80750249,6.472774648,94.76322976,11.349458943073508,2
1164,39,37,25,33.33024826,45.61143594,6.953246506,98.28583013,15.886645977396885,1
1165,15,36,27,27.78912455,53.96886679,5.643710216,91.01152997,12.000506154949411,1
1166,3,18,31,31.65333432,48.20662669,6.392313973,91.09745581,12.045818537223123,2
1167,8,38,32,29.75150773,46.73723302,4.981816523,91.405983,23.59628261450777,1
1168,33,31,34,31.32995611,50.22287593,5.421265283,89.78216168,27.565137396918484,2
1169,14,29,32,35.63627319,48.97047762,6.942520105,97.51952041,21.83194359588598,1
1170,18,20,26,31.66524687,51.98594645,5.435840509,89.98024312,13.101788392720406,3
1171,9,21,32,32.26935342,53.56092806,5.870116071,95.94035356,29.34023694955561,1
1172,20,30,27,27.81005614,51.59445462,4.74910393,95.89898581,28.427872693199404,2
1173,9,38,25,34.58561471,50.34035336,5.497946899,100.3060719,13.225138142555844,3
1174,26,24,34,31.27180992,52.23810152,6.811291098,89.74409017,27.072188394799525,2
1175,31,36,29,33.93679864,52.72170281,6.460542749,97.4611918,14.497889151035778,3
1176,14,18,35,31.09154239,47.02058367,4.791146778,91.46664318,13.009933763252793,3
1177,40,16,35,31.89356292,49.02450149,6.4841522,89.59371481,19.078530082322477,3
1178,28,27,34,32.45465292,50.69693751,6.526654345,95.04871605,20.16287908097148,1
1179,0,17,30,35.47478322,47.97230503,6.279133738,97.79072474,20.96619935137176,3
1180,1,29,29,27.32961444,49.30347234,6.052026047,93.53197359,16.82892056563115,3
1181,2,36,31,30.90225239,49.95955487,5.73171945,91.77522598,29.618378360382103,2
1182,12,27,26,29.09382275,45.5661059,5.32307197,96.23520043,22.681703927230465,3
1183,7,28,35,30.02086169,46.78393776,4.66910839,96.63721027,11.55177333359918,1
1184,0,36,26,34.13072188,51.25786185,5.101206389,96.38808001,16.15189052261151,1
1185,26,35,31,33.44619894,53.05980465,5.339556562,98.05089394,15.595314711780246,1
1186,27,21,30,35.3915464,52.48823147,5.061081874,91.22881052,28.029991510909177,3
1187,22,38,31,31.53356352,53.06009323,5.821106036,98.57025046,14.17633378507037,1
1188,22,18,31,30.7645515,47.93791463,5.956027059,90.38503469,11.108241239335278,1
1189,28,23,28,30.01821337,50.0983181,5.676032581,96.08745082,22.87051321085243,3
1190,7,31,27,31.32863689,47.59319575,6.524114355,94.67344737,13.933111449479496,1
1191,29,34,26,33.88004781,54.39416048,6.273953676,89.29147581,13.912195781612864,1
1192,8,37,33,28.07802689,54.9640534,6.128167757,97.45373619,17.420923946520322,1
1193,39,16,27,35.53845018,52.94641947,4.934964765,91.54560427,25.762900270322305,3
1194,40,24,25,28.70595247,50.44030129,5.445008416,95.8946444,28.05750322081822,3
1195,19,38,26,31.48451729,48.77926304,4.525722333,93.17221967,29.774124577850348,2
1196,21,21,30,27.69819273,51.41593238,5.403908328,100.7720705,14.823679511169106,3
1197,22,18,33,30.41235793,52.48100602,6.621623545,93.92375879,29.738825614820385,2
1198,31,20,30,32.17752026,54.01352682,6.207495815,91.88766069,11.84767260897906,1
1199,18,26,31,32.6112614,47.74916499,5.418475257,91.10190759,11.754106736230822,2
1200,24,130,195,29.99677232,81.54156612,6.112305667,67.12534492,20.347876568579043,1
1201,13,144,204,30.7280404,82.42614055,6.092241627,68.38135469,16.496335589793823,2
1202,22,123,205,32.44577836,83.88504863,5.896343436,68.73932528,22.168864617679898,3
1203,36,125,196,37.46566825,80.65968681,6.15526103,66.83872293,15.067755794891626,3
1204,24,131,196,22.03296178,83.74372787,5.732453638,65.34440794,24.22334231610793,3
1205,2,123,198,39.64851881,82.21079946,6.253034534,70.39906054,16.705183656458175,1
1206,35,140,197,16.77557314,82.75241875,6.106190557,66.76285469,14.62008457354159,2
1207,11,122,195,12.14190714,83.56812483,5.647202395,69.63122027,29.38131835722012,2
1208,6,123,203,12.7567962,81.62497448,6.130310493,66.77844567,27.627078170920317,1
1209,17,134,204,39.04071989,80.18393287,6.499604931,73.88467027,26.45161255672348,3
1210,25,130,197,39.70772192,82.68593454,5.554831977,74.91506217,17.51148645603562,3
1211,27,145,205,9.467960445,82.29335466,5.800242694,66.02765219,15.60212742502812,3
1212,9,122,201,29.58748357,80.91934392,5.570290539,68.06417307,15.125943929784174,2
1213,16,139,203,17.82803682,80.96093443,6.27564088,65.84748763,25.623572519850256,1
1214,32,141,204,8.825674745,82.89753705,5.536645599,67.235765,26.256420146185043,3
1215,22,138,195,27.83487131,83.51444973,6.208196881,73.02882766,14.947970460124813,3
1216,31,144,202,11.02105378,80.55557235,5.870600622,68.23963161,24.18920529781756,1
1217,3,136,205,17.5862944,80.84806564,6.334771461,71.4065452,24.82448390506296,3
1218,28,122,197,19.89363946,82.73366439,5.856575335,69.66256816,21.913312119485408,2
1219,4,136,204,29.93707596,81.77713468,5.898944282,65.52279323,12.661393448287384,1
1220,39,145,201,36.73126647,80.58931938,5.775600435,72.24230804,19.02099378803077,1
1221,38,132,197,20.42094753,81.54185044,5.931101816,66.93065667,22.007679841140423,2
1222,36,133,198,25.51939719,83.98351748,6.2286454,69.17281221,20.301319031545216,3
1223,25,121,201,30.50734778,82.71775569,5.594240603,70.08200379,11.714645667151553,3
1224,15,125,199,18.4269936,80.55625868,5.569230319,69.75734306,11.402795765612453,3
1225,24,140,205,12.087022,83.59398734,5.93202852,68.66813363,25.638660365926764,2
1226,13,132,203,23.60115364,82.48336987,6.423216506,73.23901752,13.037254641214304,2
1227,5,126,197,12.80000387,81.20876367,6.417500829,67.10439401,11.388349185657002,1
1228,30,120,200,38.06099482,82.24729637,6.234904253,65.70148216,23.02240762427472,2
1229,23,142,197,39.06555518,82.03812973,6.000573725,69.30772897,18.246309706544192,2
1230,26,135,203,33.78372897,81.16314317,5.685102769,74.53557341,17.225275574266917,3
1231,7,126,203,16.76201707,82.00335557,5.662140095,73.28712806,27.672479056191204,3
1232,32,139,198,35.89307536,82.66850729,6.358186848,66.53946559,18.778872334351057,3
1233,9,141,202,21.01245395,81.17931863,6.119495295,66.38448261,10.984919948676248,2
1234,20,142,196,10.89875873,80.01639435,6.207600783,68.69420397,19.484099304103143,1
1235,32,129,201,16.36251869,83.00471609,6.48754639,71.55665483,22.330633948436315,1
1236,3,134,199,20.28370163,81.32235739,5.81717753,71.06611222,23.788590159525025,1
1237,38,138,204,25.11108456,83.25447587,6.325480034,73.01026829,17.313184729706432,3
1238,14,131,198,33.4641162,83.86742974,5.562790949,67.92204319,22.70373097856308,2
1239,20,122,204,11.7976469,80.86325389,6.487369687,65.06962486,15.056620653688066,3
1240,40,126,201,11.36300891,80.03100049,6.116982944,71.18289431,26.26395315703626,1
1241,36,128,204,25.23542319,80.68700527,5.695792761,67.03840888,29.22898708750293,1
1242,11,132,197,15.99050693,81.23966573,5.734317007,74.40198861,26.830585221895117,3
1243,0,137,195,22.4359017,80.18612085,6.329499832,65.3973168,10.18596245452054,3
1244,19,123,200,34.76086052,81.03544763,6.167013532,65.70430027,24.559204486515533,3
1245,31,136,197,31.11047251,83.34010951,5.653776058,71.43001582,10.33026980115875,1
1246,4,134,200,28.57828803,80.95628959,5.840256272,73.34232097,28.71880532328536,2
1247,39,139,201,41.18664903,81.01783402,5.539980812,68.68895899,12.65252837641646,1
1248,8,127,196,27.02766138,83.17093908,5.833302165,70.95666003,11.248818123109782,1
1249,39,138,203,21.19339319,82.33098331,6.399433771,74.62834921,24.271407784450503,2
1250,32,120,204,10.38004759,83.44518113,6.138958698,67.3917379,11.099956508299684,3
1251,12,142,203,31.3115978,82.56407013,5.972850838,65.01095312,26.56929895755497,3
1252,8,133,195,20.46657776,80.97598029,6.456079585,71.29813872,28.33684740894858,1
1253,8,139,199,29.36947679,81.53996362,6.336426667,66.13442813,24.105264289258383,2
1254,21,134,202,10.72302459,80.02130636,6.425419926,65.2982112,11.56502365464743,1
1255,40,140,195,14.97846952,80.49979873,6.294395676,71.63437433,23.21829705289648,1
1256,39,127,202,15.3246651,81.67215994,6.477768039,71.60102999,22.6514815456319,3
1257,19,120,195,18.73932187,81.12109244,5.931538447,73.55807954,10.27446969830681,3
1258,21,139,201,19.3642553,83.36094029,5.980598579,67.15094741,18.835335118011184,2
1259,17,136,195,41.20733624,81.61051026,6.389783283,65.90227462,24.93024936779359,2
1260,33,139,203,33.34214482,82.51034633,5.693287415,70.68098614,26.886004500313,1
1261,22,133,201,23.81995682,80.12211649,6.00299607,67.2739864,21.90240447327957,2
1262,32,130,196,40.66012294,81.24995984,6.372959542,74.03030056,16.96396246781107,3
1263,37,135,205,11.82768186,80.2827185,5.510924849,74.10225057,16.780189640221295,3
1264,15,140,195,13.28504331,83.54193816,5.69945282,65.80006004,26.202623566777863,2
1265,39,132,196,35.83089092,83.32560104,5.778594403,73.67984885,28.57864596383116,1
1266,40,121,199,26.18159716,81.03886263,6.315586313,66.05911698,18.163780013724548,2
1267,40,132,202,24.57558351,80.70695797,5.971813006,69.706113,11.329050465502029,1
1268,29,142,203,29.67229086,83.71498986,5.891195653,66.48490371,20.76540487878467,2
1269,32,121,199,39.37102553,81.25353895,6.129812716,74.08101744,10.424958203965502,1
1270,6,140,205,17.66558428,82.92903419,6.313085601,69.8671263,17.48389157563706,2
1271,8,120,196,24.06679352,82.66396666,6.053662544,69.81855775,25.15093129504912,1
1272,34,133,202,15.31413469,80.09711412,5.804799142,74.82144653,12.70042217067424,2
1273,35,135,199,21.77466746,80.54942557,6.400719746,69.39630398,22.03301080540591,1
1274,16,145,199,26.91624843,80.76838926,5.953966361,69.30927185,27.55411739335504,2
1275,8,136,201,41.65602996,82.22118237,5.609255992,74.19664838,24.439522388269975,2
1276,25,129,195,17.98667801,81.17712085,5.777271492,72.37127689,13.372461857545964,3
1277,16,130,201,29.12033769,82.79092939,5.682395429,68.8503047,29.48187169979946,3
1278,39,129,203,34.38922481,83.18392806,5.863996687,71.03001556,17.306128817610425,1
1279,38,135,203,41.36106301,82.79782954,6.444373116,69.92107482,10.070927185903988,3
1280,33,120,205,35.12158265,82.26890793,5.550832178,69.71518491,24.796835911314528,2
1281,35,125,204,19.6491772,80.15215777,6.107741788,73.69529586,14.012818343701646,1
1282,1,132,200,16.27852801,82.94270065,5.620745638,66.57462809,17.186455084550587,2
1283,39,140,203,21.11903604,80.63399198,6.349875906,69.27779761,19.64843562238713,2
1284,28,145,202,19.2077707,82.9042841,6.484323189,66.83113717,11.879864319508734,2
1285,6,128,200,25.96308415,82.57813624,5.838748311,70.31782647,19.18308618248396,3
1286,6,139,199,25.67385024,81.6212135,6.29099842,74.10919422,12.951263015127374,3
1287,29,122,196,41.94865736,81.15595212,5.638328481,73.06862952,24.30883058797581,3
1288,37,144,197,11.18994268,80.8084305,6.415555956,66.34234944,16.086148154120384,1
1289,38,120,197,17.5438296,82.94703302,6.323722572,73.77063744,20.805396719280253,3
1290,38,141,198,13.05809741,80.28297993,5.757009965,70.75633584,20.22125963985225,2
1291,14,121,203,9.724457611,83.74765639,6.158689406,74.46411148,23.4975844784642,1
1292,6,125,204,27.92004934,82.93262435,5.733539807,69.92092839,14.387860606427491,2
1293,32,138,197,9.535585543,80.73112694,5.908724337,69.44115171,22.546024199984057,3
1294,11,124,204,13.42988625,80.06633966,6.361141107,71.40043037,13.617083412408157,3
1295,23,138,200,9.851242629,80.22631717,5.96537863,68.42802444,20.659253035003697,1
1296,40,143,201,24.97256132,82.72828653,6.476757723,66.70016285,25.79774742042684,1
1297,6,142,202,27.23708304,82.94573346,6.224542938,70.42508897,29.968617484794752,3
1298,37,124,195,18.70679077,83.4795292,6.209928251,66.5964488,10.585878969377427,1
1299,35,134,204,9.949929082,82.55138983,5.841138354,66.00817551,13.620887594116882,1
1300,119,25,51,26.47330219,80.92254421,6.283818329,53.65742581,15.08057143272421,1
1301,119,19,55,25.18780042,83.44621709,6.818261383,46.87420883,24.427121599577383,3
1302,105,30,50,25.29954705,81.77527562,6.37620108,57.04147057,27.84067676259624,2
1303,114,8,50,24.74631269,88.30866319,6.581587932,57.95826144,21.722580321044305,2
1304,93,22,52,26.58740671,81.32563243,6.932739726,41.87540028,21.602344170023034,3
1305,80,26,55,24.53442564,88.989272,6.140099215,49.11618732,25.12719040421041,1
1306,85,27,45,26.0713757,88.7285657,6.467095849,57.79652846,23.830453659792354,3
1307,85,22,53,25.96534238,89.77076659,6.849471704,59.46338556,25.314460823671297,2
1308,82,22,45,26.22338015,85.34866045,6.512196212,54.60159289,12.9119164961058,3
1309,118,13,54,24.41311871,89.81574032,6.039584629,44.07843475,29.529001844156213,3
1310,83,25,53,26.49195283,80.04678201,6.057697106,57.72799157,18.9444281390502,3
1311,86,15,47,24.04355803,84.18406764,6.423898762,53.78929956,26.621022154819595,1
1312,101,10,47,25.5421695,83.31883376,6.936997681,57.57343233,21.08846327859752,1
1313,119,9,50,26.74550678,83.9195902,6.251286661,40.794305,23.37443777472351,3
1314,104,17,46,25.7131428,80.22972777,6.190015912,43.08961827,26.077866311517653,2
1315,95,12,51,25.76484262,84.1726996,6.681606702,44.22066914,21.47110399349033,2
1316,102,14,52,26.79489868,89.64815231,6.51075991,57.74091817,27.732078309628573,1
1317,109,21,55,24.9004602,89.73524177,6.770278088,57.44942094,24.415408129749835,3
1318,81,18,50,26.80750629,88.22874955,6.429788073,58.79889057,24.026217182541146,3
1319,103,17,51,25.11189154,80.02621335,6.209888345,44.20656987,16.80893605080174,3
1320,105,14,50,26.2148837,87.6883982,6.419052193,59.65590798,12.322833033084803,3
1321,97,8,52,24.9103226,86.97190046,6.237861736,49.48575692,22.4253864099393,1
1322,120,19,49,25.79448878,84.26830701,6.762471629,56.45229202,23.61077070207454,3
1323,95,16,55,25.26931156,87.55055105,6.612847999,40.12650421,23.471283449453573,3
1324,83,29,52,25.76402693,87.5931128,6.704688865,46.05122728,17.722522156618602,1
1325,83,9,45,25.85483596,89.13163965,6.049609892,46.85176955,16.788202945031202,3
1326,91,21,50,24.33528185,81.44030363,6.762030215,48.32113628,17.437142014543618,1
1327,116,5,54,25.37601283,80.99313508,6.65398725,57.23028471,18.08431334081383,1
1328,112,28,54,24.86094646,85.05318563,6.738030547,55.29563514,26.378982381060094,3
1329,88,29,51,24.71885473,88.94568335,6.095689937,48.45978627,20.02658110656892,3
1330,118,15,45,24.21495706,84.20576992,6.538006356,48.01138482,10.684028294412435,3
1331,92,21,48,25.81692236,82.043255,6.377427122,54.82963379,19.777561369107943,3
1332,106,14,45,24.47018505,84.16390229,6.417011754,57.26773002,19.58769535643117,2
1333,99,5,47,24.13078816,84.84494575,6.649086972,51.19470197,25.42831833497957,1
1334,98,8,51,26.1793464,86.52258079,6.25933595,49.43050977,17.270074219558595,1
1335,108,22,46,26.17668721,86.7295205,6.121168559,53.33484977,27.553654543993705,1
1336,119,7,55,26.03867719,84.6378378,6.031424482,44.3993381,13.602948701916556,2
1337,117,27,48,26.53259325,82.39053979,6.835268184,54.30660782,21.670056742486587,1
1338,109,10,53,26.81938687,87.8274604,6.551750306,46.06193778,21.81901608255864,3
1339,80,16,46,25.50405534,81.40297428,6.940236218,48.47833278,19.82711147429742,3
1340,100,18,52,26.20234499,80.38266489,6.87606733,56.47941847,22.03001272495083,2
1341,91,7,53,25.13735887,89.28272716,6.457216535,43.52897517,19.73592291960547,2
1342,86,6,53,25.92030221,83.47202566,6.921847888,42.10681516,21.294355699453444,2
1343,107,5,52,26.6634609,89.98405233,6.881425746,57.40847165,10.190471188400569,3
1344,103,16,49,24.06731461,81.64075303,6.915717008,51.75212401,12.08634046970216,3
1345,101,20,48,24.6774157,82.75411437,6.206247494,57.05709413,15.748256057965616,3
1346,85,25,47,26.11440416,87.64081095,6.29542477,58.48160844,23.720900193686727,3
1347,84,7,51,26.81530456,87.65694462,6.399669044,55.74073582,17.74959335643334,2
1348,102,28,54,25.15623099,80.27525115,6.862157042,55.49541453,27.38774484090488,3
1349,98,25,52,25.2801372,83.15393658,6.224066378,49.29456609,20.072348046242126,3
1350,97,25,50,26.22005978,80.90127035,6.093814669,49.08553937,22.212875054130173,2
1351,90,16,45,24.92093261,80.61750795,6.291540278,50.55710813,13.337424516681004,2
1352,95,12,46,26.21667586,81.01009354,6.32281728,54.65423596,10.048511242971324,1
1353,82,23,49,26.81383586,87.21986949,6.873283991,51.70497792,13.800710213243498,3
1354,82,25,51,24.31334971,87.47409052,6.074209622,48.11248366,12.29387392612072,2
1355,110,28,46,24.29105004,88.04541346,6.49889585,51.26046418,26.31443477323952,2
1356,118,21,51,24.42998931,86.33904774,6.678805092,48.58241822,12.834479681896692,2
1357,120,20,45,25.66576039,88.6984228,6.114128685,54.22722466,27.30344959382624,2
1358,91,7,52,25.07803672,83.46230461,6.405054243,56.39962921,12.398640117408124,1
1359,81,6,55,24.88910524,85.87059083,6.110142735,51.70699144,21.294322434435745,2
1360,101,13,54,25.42900869,82.91481799,6.828982708,56.34144589,11.409634274015048,2
1361,101,17,55,24.37118217,87.1269128,6.451499764,44.63907691,29.177952179205207,1
1362,111,6,53,26.4930645,88.59143088,6.313512999,46.06382209,18.86515605418325,2
1363,107,10,49,25.83202912,89.00481725,6.755192025,45.24690619,23.978503476769937,2
1364,115,11,46,24.41592661,89.39655519,6.623167177,40.32161859,20.602902571116918,2
1365,84,25,52,24.37190239,81.2514818,6.12532356,44.20899581,22.47252299621921,3
1366,120,7,47,24.24782473,83.03687902,6.653867608,54.7657624,20.05074631056686,1
1367,91,12,46,24.64458469,85.49938185,6.343942518,48.31219031,13.53062773626413,3
1368,89,22,52,24.89681131,86.10782926,6.217300786,53.14626213,22.643901148041618,1
1369,113,19,46,25.41864024,81.12122989,6.286387658,49.52320689,27.82512177638609,3
1370,97,22,50,26.26028739,86.14585891,6.7698938,58.97878791,21.37637203655423,2
1371,117,30,50,24.90123934,87.20772913,6.744966312,46.59207341,24.934578042843963,1
1372,90,14,52,24.84740848,89.20454622,6.391858432,59.67927244,15.7807815033009,2
1373,104,23,47,26.98212846,86.70068316,6.770434148,42.91292205,25.60212102651036,2
1374,81,16,45,26.90435747,86.25426228,6.727468157,59.75980023,15.30228532605343,3
1375,88,5,47,25.86475496,86.67468041,6.662244646,41.16554802,21.43328587577617,2
1376,92,7,45,26.70607759,81.14149505,6.944640222,51.51033554,19.246636812408035,1
1377,81,18,50,26.44019475,80.91934337,6.507110986,47.81847573,11.411661021388436,3
1378,111,5,55,26.283443,84.42478917,6.520663422,50.78669728,21.77758052261684,3
1379,108,23,51,26.84366082,83.85039964,6.106500787,40.228644,17.695310570992287,3
1380,113,30,50,26.03967219,83.9862443,6.277484043,43.87712348,22.755856239388827,1
1381,83,10,53,24.92994759,85.00802358,6.195142279,48.75859458,12.155894355983186,1
1382,101,11,51,25.50736962,84.24340241,6.792035575,44.2068997,10.198437805362424,2
1383,114,21,55,25.4438391,87.9392312,6.472756256,57.51549686,24.150433597295176,1
1384,99,6,45,26.12588914,86.5507939,6.000975617,40.71210074,10.562518996422764,3
1385,92,20,55,25.10474753,87.5267616,6.587791262,59.26519444,16.352388261341748,2
1386,92,7,48,26.27520631,86.63249555,6.956508826,54.38748495,21.60005269676551,3
1387,91,24,55,26.27061608,83.09194521,6.259086583,46.76837499,15.66952298386388,1
1388,110,21,54,26.73690828,87.82430156,6.747537642,47.46447019,16.64570674406493,1
1389,112,25,51,25.04746944,85.5667282,6.932537231,56.72496677,18.296730221674448,2
1390,89,25,54,24.69368934,85.56967628,6.353107393,48.99390828,22.332135681504607,2
1391,100,10,53,24.54356968,84.60808277,6.211748957,42.00660251,17.99205611461348,1
1392,83,22,54,25.89762315,81.96664832,6.277245254,54.49960057,17.108719469787573,3
1393,95,14,50,26.6333118,84.31756844,6.560443519,56.31866159,10.824013233168412,3
1394,119,30,49,25.35794749,80.45846265,6.903020221,47.72078245,19.06123846092757,3
1395,97,12,47,25.28784623,89.63667876,6.765094964,58.28697664,27.37628313135259,1
1396,110,7,45,26.63838589,84.69546874,6.189213927,48.32428609,18.3977846729176,1
1397,96,18,50,25.3310446,84.30533791,6.904241707,41.53218699,24.817854958358325,1
1398,83,23,55,26.89750174,83.89241484,6.463271076,43.97193745,14.960071918085776,2
1399,120,24,47,26.98603693,89.4138489,6.260838965,58.54876687,24.72318470716917,1
1400,115,17,55,27.57826922,94.11878202,6.776533055,28.08253201,13.61459930168156,1
1401,114,27,48,27.82054812,93.03555162,6.528404378,26.32405487,12.282475807709458,2
1402,101,25,52,29.09910406,94.22237826,6.750145572,22.52497327,25.013074832082783,2
1403,118,18,52,28.04943594,90.83130708,6.562832807,20.76223014,19.221817751887183,2
1404,95,26,45,29.91690582,94.55695552,6.117530021,28.16057247,26.32108432531481,1
1405,81,25,49,29.86895762,93.25103208,6.076459669,26.26243014,11.93748914705946,2
1406,117,24,53,29.17220859,92.21405224,6.293486295,21.30290472,29.195912464852537,3
1407,114,30,51,29.24908541,90.06998135,6.069171847,25.93496537,16.861238686994373,2
1408,113,6,52,27.76317235,90.35567642,6.740983646,25.21609113,10.423127337590763,2
1409,108,26,52,28.82629037,94.26765349,6.201797639,26.23838511,17.188346404755414,3
1410,81,30,48,28.52379742,92.09688432,6.041027474,29.86681385,21.594300295136016,2
1411,115,9,52,29.06785065,90.97685539,6.019372459,29.1194739,15.827244022290168,2
1412,83,7,45,29.08417927,90.73891887,6.704104127,25.33014238,26.640503241818,3
1413,84,21,55,28.47090661,94.79453182,6.494251024,21.08484101,16.098333654928673,3
1414,109,26,45,28.27973674,90.38971208,6.224535449,21.58992507,12.15128734277424,3
1415,95,27,55,28.47212559,91.21322065,6.160414414,20.88620369,14.00298223280621,1
1416,119,5,55,29.68846716,94.30111601,6.168757984,26.83924845,16.062880963574187,3
1417,110,14,51,27.02415146,91.66737633,6.085444691,21.26034986,18.077447710991343,2
1418,82,18,48,29.09588297,94.16748386,6.159050816,26.70581328,23.75173574115237,2
1419,87,14,48,29.69238699,92.58862544,6.606033244,29.1102594,14.094775208355,2
1420,85,9,53,28.20619412,92.86798698,6.447662945,28.78654515,15.346038548397892,2
1421,100,6,53,29.05248036,93.92217834,6.105909623,23.66620626,12.614882619493192,3
1422,107,12,46,29.57240298,93.61870344,6.559763394,27.56918621,23.60289859959217,1
1423,91,13,47,29.10968327,92.43510994,6.14410903,27.95602304,21.56151770394948,1
1424,102,25,50,28.20480805,92.91440379,6.099662369,20.36001144,19.03718406369557,3
1425,117,25,53,29.11858526,92.12543021,6.413927319,24.52020164,28.919170091841963,3
1426,85,21,52,29.62800691,90.10051615,6.075144116,23.69586761,27.999164189782423,1
1427,104,25,55,29.81196601,90.36881284,6.123802502,22.68766503,10.246730022434704,1
1428,102,24,54,27.72338349,90.93897939,6.698468621,22.81863447,22.32960683970993,3
1429,116,25,50,29.26092798,92.92367701,6.088885814,28.70627683,24.93733577739084,1
1430,100,17,48,29.72791119,94.29753295,6.367800632,26.52364146,27.02378663600873,1
1431,110,25,54,28.91105641,90.78413842,6.425930938,23.44398467,28.22935251163461,3
1432,104,25,51,28.96361426,93.88482153,6.469983276,23.56130173,13.921565654332609,3
1433,107,11,54,28.59052369,91.33617236,6.094016338,29.44008034,29.20458172984761,2
1434,98,26,52,27.33897716,90.69759008,6.150090899,28.69113835,17.276004022599764,2
1435,88,17,52,29.90415889,90.75284363,6.646962425,25.37828397,24.039681761619494,1
